User,Tweet
พส,"#COVID19 ไทยเพิ่มอีก 188 ราย !!!!!

รวม 599 ราย"
PAWIWI,"El coronavirus ya no puede matarme, yo morí el día que dejaron de vender estas oreo en el super https://t.co/mj2NOPLYle"
babyjet🇬🇭,"Everyone: Are you not afraid of the coronavirus?

Me: https://t.co/qco7g8jsVY"
Carol Livingston ✍️,"Please share this widely, especially with any friend or acquaintance who thinks Trump and his minions are doing a fine job. This is the reality of intensive care units in America, before the coronavirus surge even hits hard. 1/"
DOUGRAS,"mano o bbb vai acabar meio q no começo do caos todo

dps a gente vai ficar falando de que?????

só vai ter desgraça e coronavirus e nenhuma alienação
assim não há saúde mental que aguente"
Alex Useche,"El Vaticano (segunda nación con reserva de oro más grande del mundo) dona € 100.000 a Cáritas Italia para combatir el Coronavirus

Lewandowski, Kimmich y Goretzka (futbolistas) crean un fondo para combatir al Coronavirus con € 1.000.000 cada uno

Así se cuantifica la hipocresía"
Rolê Aleatório,como evitar que a água tenha coronavirus? https://t.co/YIf9tqPLhG
The Resistance 🇺🇸,"Wow it gets even better. 

Turns out GOP Senator Kelly Loeffler's Huband is the CEO of the New York Stock Exchange and he ALSO sold $3.5 million worth of shares just before they plummeted 25%. https://t.co/BTgNudbZ3o"
Dan Andrews,Statement on Victoria's response to Coronavirus: https://t.co/YF4yFsE4Si
仲田洋美　がんと遺伝子の専門医,"ｷﾐ。バカか？ちゃんと理解せよ。感度40%特異度90％、現状、PCRはそんな感じ。10万人検査したら1万人の偽陽性。WHOのイタリア担当がすでに検査のし過ぎは有害だと助言している。こんなｸｿ野党なんていらないね。有害無益。
https://t.co/RHq6BMn0BU https://t.co/8L6S0h3Qsz"
dani,"querido coronavirus
ngm quer trancar o curso de vdd, era meme
obrigada bjs"
COVID-19 TIME,"#COVID19 ☣️

🇸🇻 El Salvador 

Confieso que @nayibbukele me tiene gratamente sorprendido. 

En el mundo en el que me muevo es inusual que alguien me sorprenda para bien (ética).

Efectivamente, sin salud no hay dinero que valga.

Salvadoreños; tenéis un presidente extraordinario. https://t.co/lEShiSZqGA"
Alerta News 24,"🇦🇷 | CORONAVIRUS: En los examenes realizados esta mañana por prevencion del coronavirus en Argentina, el astro del fútbol Diego Armando Maradona dio positivo para cocaína."
Wongthanong,"น้องบอก ร่างกายแข็งแรงดีครับพี่ แต่การเงินอ่อนแอมาก

ช่วงนี้อาการนี้น่าจะเป็นกันทั่วหน้า 😓

#ฝ่าวิกฤตโควิด19 
#โควิด19 #COVID19"
Jason Quest,"I'm A Doctor. The U.S. Response To Coronavirus Has Been Nothing Short Of Criminal. | HuffPost | *I too am a doctor &amp; I second everything in this article, I do. I beg you, shelter in place whether your State is demanding you to or not. Help us save you.  https://t.co/jEdE0KXPFP"
The Onion,"‘I Can’t Wait To Dress Up As The Coronavirus For Halloween,’ Says Man Who Will Be Dead By May https://t.co/H1OEJoHicC https://t.co/dbF1kUXhac"
mes #TeamPinky,"98 new cases of Coronavirus in Korea 

There are now 8,887 total cases in Korea

There have been 104 deaths related to Coronavirus

2,909 patients have recovered and been discharged, with 1 case of re-infection"
Tpagon 'Champ' W.,"สิงคโปร์ ""ปิดประเทศ"" แล้วนะครับ - ห้ามคนเดินทางระยะสั้นทุกคนเข้ามา หรือทรานซิท ตั้งแต่วันจันทร์นี้ คนที่ถือ Work pass และผู้ติดตาม มาได้เฉพาะอุตสาหกรรมที่ ""มีความสำคัญ"" เท่านั้น 

https://t.co/FigHmVhfgv"
Richard W. Painter,"Over a million Americans have taken up arms to fight for freedom and never came back.
We can grab a bottle of hand sanitizer on November 3, go to the polls and do what they died to defend our right to do.

We Can’t Let Coronavirus Postpone Elections https://t.co/gsaYQPevwG"
"Eugene Gu, MD",@realDonaldTrump The President of the United States constantly calling the coronavirus the “Chinese Virus” as Asian Americans are subjected to hate crimes and beaten on the streets is unconscionable. It will all go down in history as the craven acts of a racist demagogue. This is Trump’s legacy.
"dr. Andri,SpKJ,FACLP","Salah satu cara kita untuk mengurangi gejala psikosomatik akibat amygdala kita yg terlalu aktif ini adalah mengurangi dan membatasi informasi terkait dgn #COVID19  ini. Lakukan hal lain selain browsing, lakukan hobi yg menyenangkan&amp;sebarkan optimisme kita bisa lewati semua ini"
"dr. Andri,SpKJ,FACLP","Salah satu yg membuat reaksi ini bisa timbul adalah KECEMASAN kita yang dipicu oleh berita-berita yang terus menerus terkait #COVID19 ini.

Amygdala atau pusat rasa cemas sekaligus memori kita jd terlalu aktif bekerja, akhirnya kadang dia tidak sanggup mengatasi kerja berat itu"
CNN en Español,ÚLTIMA HORA: Primera muerte por coronavirus en Colombia: hay 210 casos en el país https://t.co/iaCADnJOjz https://t.co/3BZ8U4ZTL0
Senador Carlos Felipe Mejía,"Pte @IvanDuque militarice las cárceles y siga adelante con la implementación de las medidas de prevención del #Covid_19. Ya suficientes bandidos libres y empoderados nos dejo el #Nobelbrecht, que estan aprovechando esta crisis para beneficiar a los suyos. https://t.co/p2JaYr1gh8"
El Republicano®,"INPEC aclara que NO se presenta un sólo caso de Coronavirus en cárceles del país. Los bandidos que están detrás de los amotinamientos en La Picota, La Modelo, Picaleña, no tienen ningún justificante para aprovecharse de la situación.

Todo el peso de las autoridades sobre ellos."
MinSaludCol,"Confirmamos 14 casos de coronavirus en Colombia. Los pacientes diagnosticados se encuentran en Bogotá (6), Barranquilla (2), Cartagena (2), Chía (1), Guarne (1), Itagüí (1) y Medellín (1), para un total de 210 en el país. https://t.co/JuUFW38sUt"
Clay Travis,Saturday night coronavirus positivity: deaths in the United States dropped for a second day in a row &amp; total new infections dropped for the first time in two weeks: https://t.co/Sg2788E9cq
Andy Slavitt @ 🏡,"BREAKING: New real time Coronavirus cases. What you are doing is working.

San Francisco put in place strict #StayHome measure. Miami-Dade lagged. See what happened.

This looks at abnormal fevers real-time. Thanks ⁦@kinsa⁩.

#StayHome works! https://t.co/aHizBrKuGj"
María Alejandra Díaz Marín,"Médicos y enfermeras mártires iraníes en lucha contra Coronavirus, víctimas indirectas de la pandemia por falta de insumos y equipos de protección para tratar los pacientes, gracias al bloqueo ilegal criminal e inhumano de EEUU. Honor y gloria¡¡ https://t.co/5ZmUwcr8OD"
Gustavo de Hoyos W,"Rechazamos la actitud irresponsable del @GobiernoMx y de @lopezobrador_ de continuar la consulta sobre #ConstellationBrands, poniendo en riesgo la salud de los mexicalenses ante el #COVID19. 
#DefendamosLaSalud #YaEstuvo https://t.co/msuhOo4LOd"
Ernest Ng Bro,If #covid19 was an anime (1/3) https://t.co/Y2GpAQhDkc
Cibai Lokter,"JUNIOR DOCS NEED A HOME TO FIGHT #COVID19 BATTLE

*[Urgent Help Needed]*

We have a group of Junior Doctors MO who are now assigned to Hospital Sungai Buloh to support the increasing need of manpower, and they are in need of help to find accommodation around the area."
Ronna McDaniel,Great story! https://t.co/pqnZH3P6aU
ABS-CBN News,"Dahil sa kakulangan ng pasilidad, pinauwi na lang ng awtoridad ang tatlong pasyenteng nagpositibo sa #COVID19. Nakakaranas ng ""very, very mild symptoms"" at posibleng asymptomatic umano ang tatlo, ayon kay Quezon City Mayor Joy Belmonte. #coronavirus https://t.co/qCZeJTEOQI https://t.co/ER3VfGaSQk"
Ashleigh Stewart,"#COVID19 global latest:
- 1 billion people in lockdown 
- India starts 14-hour curfew
- Australia about to get v draconian
- First 2 virus cases in Gaza
- China reports 46 new cases 
- South Korea reports 48, Philippines 73
- Spain’s death toll over 1300
- Kuwait imposed curfew"
Justin Tinsley,"#MyLatest — It’s not the coronavirus vaccine, but D-Nice’s #ClubQuarantine IG Live dance parties feel like some sort of cure. Just the latest example of how black creativity shines even in the most uncertain of times. https://t.co/Drm34Rz26w"
Rajeev Chandrasekhar 🇮🇳,"The #CoronaVirus protectors 🙏🏻🙏🏻

 https://t.co/tdarKJtO8V"
Alaf 🔍 (desde 🏠),"El primer tren de carga China-Europa que transporta suministros antiepidémicos partió ayer de Yiwu (Zhejiang, China), hacia #España. Viene cargado con 110,000 máscaras quirúrgicas donadas, 766 trajes de protección y otros suministros contra el coronavirus con destino Madrid. https://t.co/bebs6VKIWn"
®,"In’shaa’allah this coronavirus goes down before Ramadan, can’t imagine the month without taraweeh nights or praying at the mosque 😔"
Abril Ojos Chinos,"Mi papá, colombiano de 51 años miembro de la tripulación del crucero #CostaMagica fue diagnosticado con COVID-19, está luchando por su vida en Isla Martinica, allí el servicio de salud es deficiente. Necesito ayuda para salvar su vida Sigue👇#coronavirus https://t.co/P3T8FwaVNj"
Adel El Zabayar,"En América,Cuba y Venezuela son los únicos países con infraestructura capaz de hacer frente al coronavirus.
En Venezuela,gracias a la MISIÓN BARRIO ADENTRO.
Hoy más que nunca se demuestra,el significado de la gran obra de los Comandantes Fidel y Chávez.
Toda una visión de futuro."
Verlaine,"Je ne pige pas le blocage qui est fait sur la chloroquine 🤔
Allez en Afrique, en Guyane, aux Antilles, on bouffe de la quinine, on boit du quinquina, on aligne nivaquine, camoquin et autres antipaludéens, on n'est pas mort, alors où est le problème ?
😡

https://t.co/FuDhGizb35"
Dr. Rizal Ramli,"Fwrd: So don’t let the coronavirus infect you &amp; your loved ones, and please don’t let social media influencers or “buzzers’ infect &amp; eventually kill our democracy. How online 'buzzers' infect Indonesia's democracy, jeopardize its citizens.
https://t.co/i2aahCwqhS"
Nathan J Robinson,"wonder if we're going to see mainstream press coverage of the fact that the bernie campaign is turning into a full-scale nationwide coronavirus relief effort, or if they'll just keep pretending he doesn't exist https://t.co/jna2axvUQ1"
Wayne Dupree 🎙🎥,"Hmm. I could think of 10.000 things Chelsea Clinton should be ""full of fury"" over when it comes to her corrupt, lying parents. Do you agree?

https://t.co/i4yXNZA1bn"
mauricio rodriguez,"A los medios españoles parece que no les gusta hablar de cómo Venezuela combate la pandemia del Coronavirus. Sobre Venezuela cuando no mienten directamente, ocultan, que es otra forma de mentir. https://t.co/uuHI9Py55Q"
Janno,"Bawat ""*Mr.X* tested negative for coronavirus"" headline makes me angry because:

1. We've been waiting for more than a week for our PUI's (my poss exposure) COVID results
2. I know I can't get myself tested yet at this point.
3. Frontliners are dying. Yes. Let that sink in."
Grant Stern,"Coverup General Barr wants to turn America into a totalitarian state to... 

Accomplish his goals all along.

Donald Trump might be an incompetent #COVIDIOT, but Bill Barr is all too mentally competent and needs to go.

NOW.

#ImpeachBarr

https://t.co/BuD04aF9fn"
BERNAMA,"12,500 orang sertai ijtimak tabligh, hanya 500 belum disaring 

#COVID19

https://t.co/4KBXEPbRQf https://t.co/5z88enAxaH"
Citizens for Ethics,"Senator Burr to donors: coronavirus is “akin to the 1918 pandemic” 

Senator Burr to public: the US is in ""a better position than any other country to respond""

Senator Burr's financial choices: dump up to $1.7 million in stocks"
Tom,"Acabo de leer: “El coronavirus no tiene patas, pero usa a los pelotudos para moverse”"
The New York Times,"The 911 calls came in one after another:

Difficulty breathing.
Turning blue.
Come quickly.

They were all for the same place: the Life Care Center in Kirkland, Washington. And they give a frightening preview of what could be coming.
https://t.co/STEyV7wQMM"
Kelly O'Donnell,I asked the president if he had been briefed in Jan or Feb about the coronavirus as reported by the @washingtonpost as he was criticizing that very report. He told me to be “quiet” and did not respond as seen in the official WH transcript. https://t.co/UbiY89gl8I
nb,😱 El presidente @nayibbukele da cátedra de cómo un país y en especial un presidente debe enfrentar una crisis como la pandemia de #Coronavirus que quiere adueñarse del mundo. https://t.co/gSaCzGloJd
💥,The Coronavirus after it infects all of humanity https://t.co/mERHyc3WSY
George Papadopoulos,Russia and Singapore have esssntially no coronavirus cases. Commonalities? They both shut their borders months ago while we were busy impeaching the President for trying to root out corruption.
Carla Zambelli,"O Presidente @jairbolsonaro tem razão!

Nosso Projeto de Lei 663/20, que destina os quase R$ 3 bilhões dos fundos eleitoral e partidário para o combate à epidemia de coronavírus, já recebeu apoio, na forma de requerimento de coautoria, de 17 Deputados Federais!

+ https://t.co/MXkZBEFofg"
"dr. Andri,SpKJ,FACLP","masa saat ini ketika kita membaca berita atau cerita tentang gejala virus #corona atau #COVID19 dan tiba2 kita merasa tenggorokan kita agak gatal, nyeri dan merasa agak sedikit meriang walaupun suhu tubuh normal...

ITU WAJAR...

Reaksi psikosomatik tubuh saat ini memang terasa"
CPJ Américas,"#VENEZUELA: El CPJ manifiesta su preocupación ante reportes que indican que el periodista Darvinson Rojas fue detenido por agentes de las Fuerzas de Acciones Especiales, por reportar sobre el coronavirus en Twitter. Exigimos sea liberado inmediatamente y se respeten sus derechos. https://t.co/H749u3YdgO"
CNN,"Joe Biden lambasted President Trump's handling of the coronavirus pandemic, telling Trump to ""stop swerving between over-promising, buck-passing, and start delivering protection to our people."" https://t.co/uTy1x7s8F5"
Daniel G. Colina,"Acabo de conversar con el papá de .@DarvinsonRojas, me indicó que: ""Lo tienen en la PNB en el Faes de La Quebradita.  La aprehensión fue por ""estaba hablando mucha guevonada del Coronavirus y le estaban pidiendo una fuente de la estadística que publicó del estado Miranda""."
ABS-CBN News Channel,JUST IN: The total number of #COVID19 cases in the Philippines has jumped to 380. This after 73 new cases were added to the tally this Sunday morning. #coronavirus https://t.co/5s596r9fK5
Towanda the Avenger,"UPDATE: Hobby Lobby has been instructing store managers to use the pandemic as a selling technique, by focusing on coronavirus ""related"" items and setting up displays to entice bored customers out of social isolation and into the store. https://t.co/NxFWSaDoZT"
ABS-CBN News,"JUST IN: Umakyat na sa 380 ang bilang ng kaso ng #COVID19 sa bansa, base sa datos ng Department of Health ngayong Linggo ng umaga. #coronavirus https://t.co/2lBs7iQMhd"
Kelly O'Donnell,I asked the president if he had been briefed in Jan or Feb about the coronavirus as reported by the @washingtonpost as  he was criticized that report. He told me to be “quiet” as seen in the official WH transcript. https://t.co/UcpKVOBs9l
PabloMM,"""Un ayuno en oración"" contra el coronavirus. Este es la presidenta de Bolivia, la fascista que dio un golpe de estado apoyado por EE.UU. y la Unión Europea. En las manos de esta tarada está la salud de 11 millones de personas. https://t.co/LjvBnYK2fr"
Carol Costello,"I reluctantly agree. Media can cover, “on tape,” then turn, with fact checks: The media must stop live-broadcasting Trump’s dangerous, destructive coronavirus briefings.  https://t.co/L64nIIPbNF"
Callo,"❌ URGENTE ❌

Obligan a @LopezCasarinJ (funcionario en la @SRE_mx y operador de @m_ebrard) borrar un tuit donde acepta que dio positivo en prueba de coronavirus.

ESTO ES DE TERROR. 

EL GOBIERNO DE @lopezobrador_ OCULTA INFORMACIÓN. https://t.co/AaBhYVe67W"
Rajat Sharma,"जनता कर्फ्यू शुरूहो चुका है. एक बार फिर कहूंगा, घर पर रहें. इंडिया टीवी पर आज दिन भर देश के जाने माने लोग आपसे बात करेंगे ताकि आप बोर न हों. हम सब मिल कर #Coronavirus को हराएं.  

#JantaCurfew @indiatvnews"
Khairul Hafidz,"Panic buying. 😂😂😂

#COVID19 https://t.co/0yydwMIu5o"
Meagan Day,"My partner’s liberal parents who are in their late sixties and don’t use social media have noticed that Biden is nowhere to be found and independently suggested he may have coronavirus. This isn’t just a Twitter meme, people really want to know: Where the hell is Joe?!"
NBC News,"""They are fighting a war here. And they are losing.""

@SkyNews chief correspondent @ramsaysky goes inside a hospital in Italy that is overwhelmed by coronavirus.

""Their message to us is simple: Get ready."" https://t.co/iz5d679jXF"
Alerta News 24,🇺🇸 🇨🇳 | URGENTE - CORONAVIRUS: Donald Trump amenaza a China con fuertes sanciones por haber propagado el coronavirus en todo el mundo.
Edson Salomão,"Hoje o Governador @jdoriajr decretou quarentena em SP garantindo que o sistema público de saúde não entraria em colapso, porém enquanto ele falava na coletiva de imprensa, o Hospital Heliópolis fechava as portas para a população porque recebeu 2 casos de coronavírus... FALASTRÃO! https://t.co/02NQ9Jhrd7"
Pipob,"มหัศจรรย์มาก #เยอรมนี ป่วย #โควิด19 22,000+ คน แต่ตายไม่ถึงร้อยคน เข้า #ICU แค่ 2 คน รพ.หลายโรงของ #เยอรมนี จึงเสนอรับตัวผู้ป่วยหนักจาก #ฝรั่งเศส มารักษา ถึงตอนนี้ยังไม่เข้าใจว่าป้าที่เป็นสลิ่มคนนั้นเชาบอกว่าลุงตู่ดีกว่าผู้นำเยอรมันได้ไง https://t.co/0H6v6iqA1N"
Mirzha,"RASA NAK KE HOSPITAL LAH, NAK CHECK COVID19.

Anda risau anda dapat #COVID19 ? 
Anda rasa anda perlu pergi ke hospital untuk rawatan? 😰

ANDA BAGUS SEBAB ANDA CONCERN PASAL KESIHATAN ANDA DAN ORANG SEKELILING ANDA. 

TAPI TUNGGU DULU.🖐🏻

ini adalah Thread ."
Matías Mazzagatti,#Argentina Vs. #coronavirus versión #anime #QuedateEnCasa https://t.co/uKHYMMW74y
Advaid,"In the last 48 hours, Kerala police has filed case against

2 Church committees'
5 Temple committees'
5 Mosque committees'

for disobeying the social distancing and no crowd rule enforced to contain #Covid19

https://t.co/BV2HMNDFBH"
Nomiki Konst,"While everyone is (rightfully) focused on Covid and the economy, fascism is attempting to sneak through. 

Where have we seen this before? And will Ellen be partying with Trump in ten years, too? https://t.co/S0gPzGLaku"
Marcelo Fabián Sain,"La peor cara de nuestra sociedad. Como dijo mi hija: “si la solución de esto depende de la clase alta y media, estamos cagados”. Tiene razón “Pese a la pandemia, más de 30 mil argentinos viajaron al exterior entre el 12 y el 19 de marzo” https://t.co/Ki2ApFxXO9"
Rafael Lacava,Mañana en la madrugada es decir en unas cuantas horas deberíamos ver reflejada en el norte de Valencia el agua. Créanme que me he convertido en el CoronaVirus de Hidrocentro porque los cargo al trote y esperemos que mañana de verdad empecemos a ver el agua en nuestras casas. https://t.co/K0EJGwzpw3
Ronald Klain,Thanks to all who shared this video — more than 2 million views in 10 hours.  Please share and help us get the word out about @JoeBiden’s plan to fight #coronavirus. https://t.co/BacSQEe3Li
CNN Philippines,"BREAKING: COVID-19 cases in PH jump to 380, death toll now at 25 

Follow our live blog for more updates: https://t.co/4GYxdeEe1L https://t.co/2RMlemUmHs"
Cynthia García,"PREOCUPACIÓN. Hay varios tripulantes  de @Aerolineas_AR internados y uno de ellos dio positivo de #coronavirus #COVID19 
Hace unos días un comandante les dijo a lxs pasajerxs: “tengan un poco de empatía, este es un vuelo de repatriación”"
Héctor Manrique,"En medio de la tragedia que está significando en el mundo el CORONAVIRUS, el régimen no se prepara para enfrentarlo sino para ocultarlo, por eso se llevan preso al periodista Davirson Rojas.

Increíble que esto se haga en este momento!"
Scott Morefield,"Fox News' @dbongino blasted left-wing media ""useful idiots"" all too happy to play the ""identity politics"" game at the behest of Chinese propagandists.

""It’s not about a name. This is about the freedom to speak the truth.""

https://t.co/EYstkymujb https://t.co/u9a8rHk1pd"
Towanda the Avenger,"Any current Hobby Lobby employee who wants to share more about the company's coronavirus response, employee policies, or anything else: My DM's are open and I will protect your anonymity. https://t.co/4GffWdUp7f"
Jair M. Bolsonaro,"- Ainda que os testes do medicamento apresentem ineficácia no tratamento específico ao coronavírus, ele já é comprovadamente eficaz no combate o outros tipos de doença, como a malária, constando, inclusive, no guia de vigilância epidemiológica atualizado."
NowThis,Trump fired the team that could have helped stop the coronavirus crisis https://t.co/udFf106Veu
Alexxxruizc,El coronavirus no puede matarme porque yo ya muero  por verte
SALUD México,"Comunicado Técnico Diario: Nuevo Coronavirus en el Mundo (COVID-19)

➡ https://t.co/bT3TzwUzFs https://t.co/7RS8nI2gS1"
Camila,"A Cuban medical brigade of 52 doctors and nurses left for Lombardy, Italy to help contain the new coronavirus. #CubaSalva https://t.co/eLP6L0PeR0"
OpIndia.com,"Hundreds of Muslims thronged the streets across numerous cities in India
https://t.co/9FMJevv9zo"
Tax Payne,If the Coronavirus cancelled all sports then why tf is she still playing games with me https://t.co/FTMYAT9eUJ
หมูอยู่ในกระเพาะ อัลเลาะห์อยู่ในใจ,"ขี้แงตั้งแต่ยามยันลูกบ้านเลยว่ะ เจ้าของ โครงการก็ไม่สนใจไรเลย

#กษัตริย์มีไว้ทําไม #กษลจพรตกม #COVID19 https://t.co/xjNAYtfWIN"
Diamond and Silk®,Israeli Pharmaceutical Company Donates 6 Million Doses of Chloroquine to US to treat Coronavirus. https://t.co/rR6AYqRsTD
George Takei,"The last time I remember them suspending constitutional rights in this country during a national emergency, I was 5 years old. I was sent to an interment camp with my family, without trial or due process, for four years. #NeverAgain https://t.co/RX2riVH6oj"
MikeFarb,"They didn’t tell us about the virus. They didn’t have the Tests Available. They didn’t have a Fucking Plan. 
What they did have was a plan to Suspend Our Constitutional Rights. 

It isn’t Incompetence. It is the plan. 
 https://t.co/NcbmDAYIEQ"
Tea Pain,Somebody’s got a boat payment. https://t.co/bp2oay5qqI
Jon Cooper 🇺🇸,"DOJ Wants to Suspend Certain Constitutional Rights During Coronavirus Emergency

The Department of Justice has secretly asked Congress for the ability to detain arrested people “indefinitely” in addition to other powers that one expert called “terrifying.” https://t.co/EhkxU63Fex"
Camelo777,"นักศึกษามหาวิทยาลัยธรรมศาสตร์ รวบรวมพิกัด โรงพยาบาลที่ตรวจ COVID-19 ปัจจุบันรวบรวมได้  44 แห่ง ซึ่งสามารถนำทางไปได้ ด้วยลิงค์ที่จัดทำให้ 

https://t.co/4JlZrEqoZ8

#โควิด19 #Covid_19  #COVID19"
Radio Valparaíso,URGENTE Personal de Hospital Gustavo Fricke de Viña del Mar realizan llamado a Carabineros para informar que paciente diagnosticado de coronavirus habría escapado del recinto. El paciente fue identificado como Ismael Benjamin Otaiza.
Helder Maldonado,"Grandes virologistas, epidemologistas e especialistas em Coronavirus

Alexandre Garcia

Caio Coppanno

Rodrigo Constantino

Paulo Guedes

J.R. Guzzo

Flavio Rocha

Goleiro Marcos

Cantor Leonardo

Bernardo Kuster

Allan dos Panos

Família Bolsonaro"
Fred Guttenberg,"THIS SHOULD TERRIFY EVERYONE!!!
DOJ Wants to Suspend Constitutional Rights for Coronavirus Emergency – Rolling Stone https://t.co/czzZaB3Yoa"
João Doria,"@jairbolsonaro chama coronavírus de gripezinha e eu que sou lunático?
Lidere seu País, presidente. Faça seu papel. Os governadores do Brasil estão fazendo o seu. https://t.co/KoEURtH6Ml"
juli,"Dios cuánto falta para que termine toda esta mierda y estemos sentados en la mesa familiar de Navidad comiendo almendras con chocolate y diciendo ay jaja te acordás cuando en marzo vino el coronavirus y todo no sea más que un recuerdo lejano, no ven que ya me angustié"
Freddy Guevara,"Secuestro del periodista Darvinson Rojas por la dictadura, además de ser grave violacion de Ddhh, es un gravísimo error durante pandemia: usar de excusa que tenia coronavirus para detenerlo solo generara temor en la población a diagnosticarse y por tanto aumenta propagación."
BasedPoland,"US media smears #Trump for having faith in #Chloroquine being an effective medicine against #Coronavirus

I'll let the lefties in on a secret...Poland's gov. has ordered massive amounts of the drug &amp; Brazil is doing it too

Follow @RFGlau for Bolsonaro vids translated in English! https://t.co/fmrvQlmll5"
Joe Rogan,"This is a very sobering look at the virus. Really put it into perspective for me. Coronavirus: What if we did NOTHING? https://t.co/1r2nftaxJb thank you, @thunderf00t"
BCharts,"O final perfeito da primeira fase de #AmorDeMãe. QUE RAIVA DO CORONAVÍRUS
https://t.co/9h1lAd9mGH"
Laura Ingraham,"“I don’t want to embarrass him.  I don’t want to act like a tough guy, like I stood up to the president....he’s a smart guy. He’s no dummy.”    — Dr.
Anthony Fauci, to @nytimes, on Trump team response to COVID-19.

 https://t.co/rVw6Gxb1iu"
Ibéyise Pacheco,#LiberenaDarvinson El FAES secuestró al reportero ⁦@DarvinsonRojas⁩. Sin orden de detención y con la excusa del Coronavirus la dictadura sube el volumen a las violaciones de los DDHH. https://t.co/6hpzw1b6m6
Cláudio Humberto,"“O vírus não tem esse potencial todo. De cada 100 pessoas que pegam o vírus, 80 a 90 têm uma resfriadinho de nada”. A frase não é de ninguém da família Bolsonaro ou seria chamado de “irresponsável”, “ignorante” etc. A frase é do venerando médico Dráuzio Varela, sobre coronavírus."
Leader McConnell,"The past two days of intense bipartisan talks are very close to a resolution. An update on the Coronavirus Aid, Relief, &amp; Economic Security Act: https://t.co/KHB2RJhkJx"
Himanta Biswa Sarma,"The 4 year old child who was suspected of #covid19 and tested in Jorhat Medical College and RMRC, Dibrugarh has been found NEGATIVE. There is no Covid19 positive case in Assam as of now"
Joe Scarborough,"Why is Donald Trump refusing to listen to hospitals and doctors to get the federal government working as hard as it can to make masks, ventilators, and tests for American citizens? Why is he still refusing to fight this pandemic aggressively? Terrible! https://t.co/clS1wZ2i3J"
Pascal BeltrandelRio,"Dice el subsecretario @HLGatell que si usted tiene síntomas de coronavirus, en lugar de hacerse la prueba, guárdese en casa y cúrese solo. 

Lo que quiso decir, sin decirlo, es que no hay suficientes pruebas. 

Y es que trataron de comprarlas en Alemania apenas la semana pasada."
Actualidad Chile,"[VIDEO] Aumentan las críticas contra la polémica Presidenta del Colegio Médico Izkia Siches tras su irresponsable llamado a marchar el 8M, sin considerar el peligro del contagio del #coronavirus que solo 8 días después la pandemia pasó a Fase 4.
#RenunciaIzkia
#CuicosTerroristas https://t.co/FZKqA9kRxW"
Catamarco,Dybala y Oriana con coronavirus / yo sin coronavirus https://t.co/7x8JUO9deO
Marcelo Rubens Paiva,"Não foi um voo, foi uma arma química https://t.co/fhsX27NKRd"
David Fahrenthold,This is a great NYT story on what went wrong in Italy: its warnings and lockdowns were undermined by mixed messages from politicians. People shrugged and went out. https://t.co/kX9zAZTkqH
IG: BlogDokter,"Pagi ini baca baca di WAG dokter, satu per satu dokter menghembuskan nafas terakhir dengan #COVID19 positif. Berita terakhir dokter spesialis saraf yang baru berusia 34 tahun.

Turut berdukacita yang sedalam dalamnya 🙏"
José Miguel Vivanco,"Las #FAES, organización criminal encargada de hacer el trabajo sucio de Maduro, está a cargo de implementar la cuarentena contra el coronavirus. Dado el récord de atrocidades de las #FAES es predecible que los venezolanos sufrirán abusos de todo tipo. https://t.co/li93fdvTCc"
Tía Tere💎,El coronavirus ya puso presidenta.
ABC7 Eyewitness News,Pop superstar Rihanna donates $5M to coronavirus relief efforts https://t.co/AVJI7V2KvU
Marcos G Morin Aguirre,Ahora que no agarren de pretexto el coronavirus para detener a periodistas o personas que denuncien cosas que ocurren en este país...
screencap friends,"emma, is the year 2020 and the world is ending because of the coronavirus https://t.co/apqzhEmwxk"
Nick Knudsen 🇺🇸 #DemCast,"DOJ wants to suspend habeas corpus during the #CoronavirusPandemic.

If they got their way, you could be held indefinitely without the opportunity to sit before a judge until the emergency was over.

Scary as hell that they’d even ponder this. #DemCast
https://t.co/BgYBwlFifF"
Watters' World,.@JesseBWatters fact checks the media’s Coronavirus LIES. @FoxNews https://t.co/HF3HBKGyAj
colette capriles,Muy atentos con el caso de Darvinson Rojas. El coronavirus como delito.
Sarah Silverman,"Bernie’s daily emails no longer raise $ for his campaign but 4 $ 4: Meals on Wheels, No Kid Hungry, Community Foundation COVID19, Emergency Relief Fund, One Fair Wage Emergency Fund &amp; the Nat’l Domestic Workers Alliance, https://t.co/VVsvIpzLBY #OurPresidentBernie"
Alerta News 24,🇨🇳 | URGENTE - CORONAVIRUS: La vacuna que China estaba probando contra el coronavirus resultó ser perjudicial en humanos.
John Solomon,Breaking: VP Mike Pence tests negative for coronavirus after aide contracts disease https://t.co/Wh90VC6eBx
「Merry」,How to entertain yourself during the coronavirus pandemic! https://t.co/i5R1PjUcYK
New Tomorrow 🌹,Coronavirus is too radical. America needs a more moderate virus that we can respond to incrementally.
Enrique Alfaro,"A nombre de Jalisco, del personal médico, de las personas de la tercera edad o con enfermedades crónicas y respiratorias: gracias a quienes entendieron la dimensión del problema, de los cientos o tal vez miles de contagios de #coronavirus que se evitan por quedarnos #5DíasEnCasa. https://t.co/vIJUskAerJ"
